"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"10/26/2010","Snappy Mart","Check Card: SNAPPY MART AUSTIN TX 10/24/10Card 15 #9099","4.54","debit","Groceries","PLUS CHECKING","",""
"10/26/2010","Flight Path","Check Card: THE FLIGHTPATH COFF AUSTIN TX 10/24/10Card 15 #9099","8.75","debit","Check","PLUS CHECKING","",""
"10/26/2010","Bicycle Sport Shop","Check Card: BICYCLE SPORT SHOP AUSTIN TX 10/22/10Card 15 #1560","17.31","debit","Check","PLUS CHECKING","",""
"10/26/2010","CVS","Check Card: CVSPHARMACY #6822 AUSTIN TX 10/23/10Card 15 #1560","13.06","debit","Groceries","PLUS CHECKING","",""
"10/25/2010","Starbucks","Check Card: STARBUCKS USA 00063 AUSTIN TX 10/23/10Card 15 #9099","2.00","debit","Check","PLUS CHECKING","",""
"10/25/2010","Ww Grainger","Check Card: WW GRAINGER 877-2022594 TX 10/22/10Card 15 #1560","16.59","debit","Check","PLUS CHECKING","",""
"10/25/2010","Draught House","Check Card: THE DRAUGHT HOUSE AUSTIN TX 10/22/10Card 15 #9099","17.75","debit","Check","PLUS CHECKING","",""
"10/25/2010","Costco Gas","COSTCO GAS #0681 10401 RESEARCH BLVD AUSTIN TX Card 15 #1560","18.73","debit","Gas & Fuel","PLUS CHECKING","",""
"10/25/2010","Barnes &amp; Noble","Check Card: BARNES & NOBLE #253 AUSTIN TX 10/22/10Card 15 #1560","8.65","debit","Check","PLUS CHECKING","",""
"10/25/2010","Costco","COSTCO WHSE #068 10401 RESEARCH BLVD AUSTIN TX Card 15 #1560","281.24","debit","Groceries","PLUS CHECKING","",""
"10/25/2010","Guadalupe","#294144 4611 Guadalupe Austin TX 14Card 15 #9099","100.00","debit","Cash & ATM","PLUS CHECKING","",""
"10/24/2010","Chick-Fil-A","Check Card: CHICK-FIL-A #0923 AUSTIN TX 10/21/10Card 15 #9099","7.74","debit","Check","PLUS CHECKING","",""
"10/24/2010","Jamba Juice","Check Card: JAMBA JUICE AT NORT AUSTIN TX 10/21/10Card 15 #9099","4.93","debit","Check","PLUS CHECKING","",""
"10/23/2010","Steck Ave","#125836 3305 Steck Ave Austin TX 11Card 15 #1560","200.00","debit","Cash & ATM","PLUS CHECKING","",""
"10/23/2010","Hobby Lobby","HOBBY LOBBY STOR HOBBY LOBBY #45 AUSTIN TX Card 15 #1560","19.55","debit","Check","PLUS CHECKING","",""
"10/22/2010","Sierra Club","American Express 0691057371","120.00","debit","Charity","PLUS CHECKING","",""
"10/22/2010","Groupon","Check Card: GROUPON INC. 877-7887858 IL 10/19/10Card 15 #1560","10.00","debit","Check","PLUS CHECKING","",""
"10/22/2010","Target","TARGET T0095 AUS 8601 Research Boule Austin TX Card 15 #1560","67.35","debit","Groceries","PLUS CHECKING","",""
"10/22/2010","Chevron","Check Card: CHEVRON 00107135 AUSTIN TX 10/21/10Card 15 #9099","51.91","debit","Gas & Fuel","PLUS CHECKING","",""
"10/21/2010","Texas Gas Service","Texas Gas Service 0691061930","11.88","debit","Utilities","PLUS CHECKING","",""
"10/20/2010","HEB","HEB HEB #061 4001 N Lamar Austin TX Card 15 #1560","101.93","debit","Groceries","PLUS CHECKING","",""
"10/20/2010","Quimby ACL","CHECK #1754  view image","160.00","debit","Check","PLUS CHECKING","",""
"10/20/2010","Quimby ACL","CHECK #1753  view image","160.00","debit","Check","PLUS CHECKING","",""
"10/20/2010","Shell","Check Card: SHELL OIL 575422037 DALLAS TX 10/17/10Card 15 #1560","42.99","debit","Gas & Fuel","PLUS CHECKING","",""
"10/20/2010","Ross","SOU ROSS STORES 8100 BURNETT ROAD AUSTIN TX Card 15 #1560","63.79","debit","Check","PLUS CHECKING","",""
"10/19/2010","iTunes","Check Card: APL*ITUNES 866-712-7753 CA 10/18/10Card 15 #9099","1.07","debit","Check","PLUS CHECKING","",""
"10/19/2010","Jenny McClaury","CHECK #1755  view image","120.00","debit","Business Rent","PLUS CHECKING","",""
"10/19/2010","Travis Cty Er","Travis Cty ER Physicians 0691072519","42.50","debit","Doctor","PLUS CHECKING","",""
"10/19/2010","American Funds Redemption","AMERICAN FUNDS : REDEMPTION ID: 4952566717CO: AMERICAN FUNDS ACH ECC PPD","845.00","credit","Transfer for Cash Spending","PLUS CHECKING","",""
"10/19/2010","Time Warner","Time Warner Cable 0691071472","17.09","debit","Television","PLUS CHECKING","",""
"10/19/2010","Liberty Mutual","Liberty Mutual 0691071213","583.10","debit","Auto Insurance","PLUS CHECKING","",""
"10/18/2010","HEB","HEB HEB #202 5808 Burnet Road Austin TX Card 15 #1560","106.04","debit","Groceries","PLUS CHECKING","",""
"10/18/2010","View Image","CHECK #1756  view image","845.00","debit","Tuition","PLUS CHECKING","",""
"10/18/2010","Half Price Books","Check Card: HALF PRICE BOOKS #0 AUSTIN TX 10/15/10Card 15 #1560","4.29","debit","Check","PLUS CHECKING","",""
"10/18/2010","Honda","AMERICAN HONDA FINANCE CORP 0691070334","524.50","debit","Auto Payment","PLUS CHECKING","",""
"10/18/2010","Transfer to Regular Savings","To Share 0000 REGULAR SAVINGS","500.00","debit","Transfer","PLUS CHECKING","",""
"10/18/2010","Waxing Studio","Check Card: THE WAXING STUDIO AUSTIN TX 10/15/10Card 15 #1560","25.00","debit","Check","PLUS CHECKING","",""
"10/18/2010","Transfer from Plus Checking","From Share 0080 PLUS CHECKING","500.00","credit","Transfer","REGULAR SAVINGS","",""
"10/16/2010","Steck Ave","#513389 3305 Steck Ave Austin TX 22Card 15 #1560","200.00","debit","Cash & ATM","PLUS CHECKING","",""
"10/16/2010","Randalls","RANDALLS STORE 2 5311 BALCONES DRIVE AUSTIN TX Card 15 #9099","125.00","debit","Groceries","PLUS CHECKING","",""
"10/16/2010","Steck Ave Adjustment","#513351 3305 Steck Ave Austin TX 22 Card 15 #1560 Adjustment","75.00","debit","Check","PLUS CHECKING","",""
"10/16/2010","Steck Ave Austin","#513351 3305 Steck Ave Austin TX 22 Card 15 #1560","75.00","credit","Check","PLUS CHECKING","",""
"10/16/2010","Guadalupe St Austin","#536660 4611 Guadalupe St Austin TX 17 Card 15 #1560","75.00","credit","Check","PLUS CHECKING","",""
"10/16/2010","Guadalupe St Austin","#536627 4611 Guadalupe St Austin TX 17 Card 15 #1560","10.00","credit","Check","PLUS CHECKING","",""
"10/14/2010","View Image","CHECK #1747  view image","30.00","debit","Uncategorized","PLUS CHECKING","",""
"10/14/2010","RadioShack","RADIO SHACK 3563 FAR WEST BLVD AUSTIN TX Card 15 #9099","27.04","debit","Check","PLUS CHECKING","",""
"10/14/2010","Bicycle Sport Shop","BICYCLE SPORT SH 10947 RESERCAH BLVD AUSTIN TX Card 15 #9099","97.41","debit","Check","PLUS CHECKING","",""
"10/14/2010","Costco","COSTCO WHSE #068 10401 RESEARCH BLVD AUSTIN TX Card 15 #1560","240.06","debit","Groceries","PLUS CHECKING","",""
"10/14/2010","Ge Money Bank","GE Money Bank 0691063654","40.00","debit","Doctor","PLUS CHECKING","",""
"10/14/2010","Costco Gas","COSTCO GAS #0681 10401 RESEARCH BLVD AUSTIN TX Card 15 #1560","38.48","debit","Gas & Fuel","PLUS CHECKING","",""
"10/13/2010","Marshall Monroe Quickbooks","MARSHALL MONROE : QUICKBOOKS ID: 9760813632CO: MARSHALL MONROE ACH ECC PPD","5405.01","credit","Paycheck","PLUS CHECKING","",""
"10/12/2010","Chase","CHASE","1555.25","debit","Credit Card Payment","PLUS CHECKING","",""
"10/12/2010","Mac Lax","CHECK #1751  view image","500.00","debit","Uncategorized","PLUS CHECKING","",""
"10/12/2010","Transfer from Regular Savings","From Share 0000 REGULAR SAVINGS","172.35","credit","Transfer","PLUS CHECKING","",""
"10/12/2010","Shell","SHELL Service St AUSTIN TX Card 15 #9099","3.11","debit","Gas & Fuel","PLUS CHECKING","",""
"10/12/2010","Balance Transfer Fee","Transfer fee","3.00","debit","Service Fee","PLUS CHECKING","",""
"10/12/2010","Transfer from Regular Savings","From Share 0000 REGULAR SAVINGS","1500.00","credit","Transfer","PLUS CHECKING","",""
"10/12/2010","Transfer to Plus Checking","To Share 0080 PLUS CHECKING","172.35","debit","Transfer","REGULAR SAVINGS","",""
"10/12/2010","Transfer to Plus Checking","To Share 0080 PLUS CHECKING","1500.00","debit","Transfer","REGULAR SAVINGS","",""
"10/11/2010","iTunes","Check Card: APL*ITUNES 866-712-7753 CA 10/11/10Card 15 #9099","4.32","debit","Check","PLUS CHECKING","",""
"10/11/2010","Whole Foods","WHOLE FOODS MARK 525 North Lamar Austin TX Card 15 #1560","127.28","debit","Groceries","PLUS CHECKING","",""
"10/10/2010","Crown and Anchor Pub","Check Card: CROWN AND ANCHOR PU AUSTIN TX 10/08/10Card 15 #9099","10.50","debit","Check","PLUS CHECKING","",""
"10/10/2010","Shell","Check Card: SHELL OIL 575414061 AUSTIN TX 10/08/10Card 15 #9099","49.85","debit","Gas & Fuel","PLUS CHECKING","",""
"10/09/2010","Tacodeli","Check Card: TACODELI AUSTIN TX 10/07/10Card 15 #1560","14.56","debit","Check","PLUS CHECKING","",""
"10/09/2010","Native Eyewear Fl","Check Card: NATIVE EYEWEAR INC 386-274-4000 FL 10/08/10Card 15 #1560","7.36","debit","Check","PLUS CHECKING","",""
"10/09/2010","Guadalupe","#904042 4611 Guadalupe Austin TX 14Card 15 #9099","80.00","debit","Cash & ATM","PLUS CHECKING","",""
"10/09/2010","Platypus Production","Check Card: PLATYPUS PRODUCTION AUSTIN TX 10/06/10Card 15 #1560","55.00","debit","Check","PLUS CHECKING","",""
"10/08/2010","3305 Steck Avenue","#817388 3305 Steck Ave Austin TX 11Card 15 #1560","200.00","debit","Uncategorized","PLUS CHECKING","",""
"10/08/2010","Discount Tire","DISCOUNT TIRE TXA06 AUSTIN TX Card 15 #1560","37.00","debit","Check","PLUS CHECKING","",""
"10/08/2010","Dog &amp; Duck Pub","Check Card: THE DOG AND DUCK PU 512-4790598 TX 10/06/10Card 15 #9099","28.75","debit","Check","PLUS CHECKING","",""
"10/07/2010","iTunes","Check Card: APL*ITUNES 866-712-7753 CA 10/06/10Card 15 #9099","10.72","debit","Check","PLUS CHECKING","",""
"10/07/2010","leah - ACL","CHECK #1750  view image","185.00","debit","Check","PLUS CHECKING","",""
"10/07/2010","Freewheeling Bicycle Shop","Check Card: FREEWHEELING BICYCL AUSTIN TX 10/06/10Card 15 #9099","17.24","debit","Check","PLUS CHECKING","",""
"10/06/2010","Randalls","RANDALLS STORE 2 5311 BALCONES DRIVE AUSTIN TX Card 15 #1560","75.41","debit","Groceries","PLUS CHECKING","",""
"10/05/2010","Cycle Gear","SY8 CYCLE GEAR I 9070 RESEARCH BLVD AUSTIN TX Card 15 #1560","21.64","debit","Check","PLUS CHECKING","",""
"10/05/2010","Shell","Check Card: SHELL OIL 910022983 AUSTIN TX 10/02/10Card 15 #1560","15.08","debit","Gas & Fuel","PLUS CHECKING","",""
"10/05/2010","Taco Cabana","Check Card: TACO CABANA #100101 AUSTIN TX 10/02/10Card 15 #1560","3.01","debit","Check","PLUS CHECKING","",""
"10/04/2010","Transfer to Regular Savings","To Share 0000 REGULAR SAVINGS","500.00","debit","Transfer","PLUS CHECKING","",""
"10/04/2010","Walgreen","Check Card: WALGREENS #11097 AUSTIN TX 10/02/10Card 15 #1560","21.29","debit","Groceries","PLUS CHECKING","",""
"10/04/2010","Ctrl Tx Ped","Ctrl TX Ped Ortho 0691048996","100.00","debit","Doctor","PLUS CHECKING","",""
"10/04/2010","HEB","HEB HEB #061 4001 N Lamar Austin TX Card 15 #1560","42.12","debit","Groceries","PLUS CHECKING","",""
"10/04/2010","Taco Shack","Check Card: TACO SHACK #1.1 AUSTIN TX 10/02/10Card 15 #1560","4.05","debit","Check","PLUS CHECKING","",""
"10/04/2010","View Image","CHECK #1746  view image","2375.97","debit","Health Insurance","PLUS CHECKING","",""
"10/04/2010","Randalls","RANDALLS STORE 2 1500 WEST 35TH STRE AUSTIN TX Card 15 #1560","67.21","debit","Groceries","PLUS CHECKING","",""
"10/04/2010","Time Warner","Time Warner Cable 0690974089","132.36","debit","Television","PLUS CHECKING","",""
"10/04/2010","Austin Energy","AUSTIN ENERGY-ELECTRIC & WATER 0691020518","351.46","debit","Utilities","PLUS CHECKING","",""
"10/04/2010","Transfer from Plus Checking","From Share 0080 PLUS CHECKING","500.00","credit","Transfer","REGULAR SAVINGS","",""
"10/03/2010","iTunes","Check Card: APL*ITUNES 866-712-7753 CA 10/02/10Card 15 #9099","20.00","debit","Check","PLUS CHECKING","",""
"10/02/2010","Sonic","SONIC DRIVE IN # 11215 US HWY 290 EA MANOR TX Card 15 #1560","8.51","debit","Check","PLUS CHECKING","",""
"10/02/2010","Randalls","RANDALLS STORE 2 1500 WEST 35TH STRE AUSTIN TX Card 15 #1560","75.04","debit","Groceries","PLUS CHECKING","",""
"10/02/2010","Steck Ave","#317231 3305 Steck Ave Austin TX 11Card 15 #1560","200.00","debit","Cash & ATM","PLUS CHECKING","",""
"10/02/2010","Travis Cnty Vehregi","Check Card: TRAVIS CNTY VEHREGI 512-854-4286 TX 09/29/10Card 15 #1560","55.30","debit","Auto & Transport","PLUS CHECKING","",""
"10/02/2010","Transfer to Regular Savings","To Share 0000 REGULAR SAVINGS","1500.00","debit","Transfer","PLUS CHECKING","",""
"10/02/2010","Auto Renewal Sticke","Check Card: AUTO RENEWAL STICKE 512-651-9947 TX 09/29/10Card 15 #1560","2.00","debit","Auto & Transport","PLUS CHECKING","",""
"10/02/2010","Exxon","EXXONMOBIL 12000 NORTH MO PA AUSTIN TX Card 15 #9099","49.82","debit","Gas & Fuel","PLUS CHECKING","",""
"10/02/2010","Transfer from Plus Checking","From Share 0080 PLUS CHECKING","1500.00","credit","Transfer","REGULAR SAVINGS","",""
"10/01/2010","iTunes","Check Card: APL*ITUNES 866-712-7753 CA 09/30/10Card 15 #9099","1.07","debit","Check","PLUS CHECKING","",""
"10/01/2010","Netflix","Check Card: NFI*WWW.NETFLIX.COM NETFLIX.COM CA 09/29/10Card 15 #1560","15.14","debit","Check","PLUS CHECKING","",""
"10/01/2010","Mortgage","Mortgage 0691035905","1200.00","debit","Mortgage & Rent","PLUS CHECKING","",""
"9/30/2010","0.100%","0.100%","0.40","credit","Income","PLUS CHECKING","",""
"9/30/2010","View Image","CHECK #1745  view image","40.00","debit","Check","PLUS CHECKING","",""
"9/30/2010","Tiered Rate","Tiered Rate","6.79","credit","Income","REGULAR SAVINGS","",""
"9/30/2010","TJ Maxx","Check Card: TJMAXX #0266 AUSTIN TX 09/27/10Card 15 #1560","21.63","debit","Check","PLUS CHECKING","",""
"9/29/2010","Pueblo Sand","Check Card: PUEBLO OF SAND10085 ALBUQUERQUE NM 09/28/10Card 15 #9099","41.55","debit","Cash & ATM","PLUS CHECKING","",""
"9/29/2010","Marshall Monroe Quickbooks","MARSHALL MONROE : QUICKBOOKS ID: 9760813632CO: MARSHALL MONROE ACH ECC PPD","5438.40","credit","Paycheck","PLUS CHECKING","",""
"9/28/2010","HEB","HEB HEB #425 1000 EAST 41 ST. AUSTIN TX Card 15 #1560","57.73","debit","Groceries","PLUS CHECKING","",""
"9/28/2010","Bank Albuquer Central","#932298 BANK OF ALBUQUER 2400 CENTRAL SWALBUQUERQUE NM 12152204Card 15 #9099","122.00","debit","Cash & ATM","PLUS CHECKING","",""
"9/27/2010","Texas Gas Service","Texas Gas Service 0691016350","16.72","debit","Utilities","PLUS CHECKING","",""
"9/27/2010","Costco","COSTCO WHSE #068 10401 RESEARCH BLVD AUSTIN TX Card 15 #1560","243.67","debit","Groceries","PLUS CHECKING","",""
"9/27/2010","Dollar Rent-A-Car","Check Card: DOLLAR RAC MDW CHICAGO IL 09/24/10Card 15 #1560","148.95","debit","Travel","PLUS CHECKING","",""
"9/27/2010","Artistic Nails","Check Card: ARTISTIC NAIL SALON AUSTIN TX 09/24/10Card 15 #1560","85.00","debit","Check","PLUS CHECKING","",""
"9/27/2010","Costco Gas","COSTCO GAS #0681 10401 RESEARCH BLVD AUSTIN TX Card 15 #1560","42.69","debit","Gas & Fuel","PLUS CHECKING","",""
"9/27/2010","Liberty Mutual","LIBERTY MUTUAL INS 0691020519","411.50","debit","Auto Insurance","PLUS CHECKING","",""
"9/26/2010","HEB","HEB HEB #061 4001 N Lamar Austin TX Card 15 #1560","100.82","debit","Groceries","PLUS CHECKING","",""
"9/26/2010","iTunes","Check Card: APL*ITUNES 866-712-7753 CA 09/25/10Card 15 #9099","8.19","debit","Check","PLUS CHECKING","",""
"9/25/2010","Randalls","RANDALLS STORE 2 1500 WEST 35TH STRE AUSTIN TX Card 15 #1560","74.38","debit","Groceries","PLUS CHECKING","",""
"9/25/2010","Citgo","Check Card: MRJ CITGO CHICAGO IL 09/23/10Card 15 #1560","28.37","debit","Gas & Fuel","PLUS CHECKING","",""
"9/25/2010","iTunes","Check Card: APL*ITUNES 866-712-7753 CA 09/24/10Card 15 #1560","2.79","debit","Check","PLUS CHECKING","",""
"9/25/2010","Walgreen","WALGREEN COMPANY 4501 GUADALUPE ST AUSTIN TX Card 15 #1560","63.65","debit","Groceries","PLUS CHECKING","",""
"9/24/2010","Chuy","Check Card: CHUY'S AUSTIN TX 09/23/10Card 15 #9099","7.95","debit","Check","PLUS CHECKING","",""
"9/24/2010","Front Street Cantina","Check Card: FRONT STREET CANTIN NAPERVILLE IL 09/21/10Card 15 #1560","51.42","debit","Vacation","PLUS CHECKING","",""
"9/24/2010","Starbucks","Check Card: STARBUCKS USA 00063 AUSTIN TX 09/22/10Card 15 #9099","1.89","debit","Check","PLUS CHECKING","",""
"9/23/2010","Fresh Choice","Check Card: FRESH CHOICE #40 AUSTIN TX 09/22/10Card 15 #9099","8.87","debit","Check","PLUS CHECKING","",""
"9/23/2010","Hat Creek Burger","Check Card: HAT CREEK BURGER CO AUSTIN TX 09/21/10Card 15 #9099","4.86","debit","Check","PLUS CHECKING","",""
"9/23/2010","Hat Creek Burger","Check Card: HAT CREEK BURGER CO AUSTIN TX 09/21/10Card 15 #9099","16.76","debit","Check","PLUS CHECKING","",""
"9/23/2010","Shell","Check Card: SHELL OIL 575424528 AUSTIN TX 09/20/10Card 15 #1560","42.46","debit","Gas & Fuel","PLUS CHECKING","",""
"9/22/2010","View Image","CHECK #1742  view image","8.00","debit","Check","PLUS CHECKING","",""
"9/22/2010","Guadalupe","#452659 4611 Guadalupe Austin TX 14Card 15 #9099","80.00","debit","Cash & ATM","PLUS CHECKING","",""
"9/22/2010","Lacrossemonkey Com Ca","Check Card: LACROSSEMONKEY.COM 951-271-4159 CA 09/20/10Card 15 #9099","189.92","debit","Check","PLUS CHECKING","",""
"9/22/2010","Around The Corner Store","Check Card: AROUND THE CORNER AUSTIN TX 09/20/10Card 15 #9099","3.10","debit","Gas & Fuel","PLUS CHECKING","",""
"9/21/2010","View Image","CHECK #1739  view image","58.45","debit","Check","PLUS CHECKING","",""
"9/20/2010","Transfer to Regular Savings","To Share 0000 REGULAR SAVINGS","500.00","debit","Transfer","PLUS CHECKING","",""
"9/20/2010","HEB","HEB HEB #202 5808 Burnet Road Austin TX Card 15 #1560","81.39","debit","Groceries","PLUS CHECKING","",""
"9/20/2010","Cox Statesman Subsc","Check Card: COX*STATESMAN SUBSC 512-445-4040 TX 09/17/10Card 15 #1560","71.50","debit","Check","PLUS CHECKING","",""
"9/20/2010","Target","TARGET T1542 AUS 5621 N I H 35 AUSTIN TX Card 15 #1560","145.50","debit","Check","PLUS CHECKING","",""
"9/20/2010","Charbroil Services Ga","Check Card: CHARBROIL SERVICES 800-241-7548 GA 09/17/10Card 15 #1560","15.99","credit","Income","PLUS CHECKING","",""
"9/20/2010","Far West","NNT FAR WEST OPT 3908 FAR WEST BLVD AUSTIN TX Card 15 #9099","155.00","debit","Check","PLUS CHECKING","",""
"9/20/2010","Travis Cty Er","Travis Cty ER Physicians 0691022600","42.50","debit","Doctor","PLUS CHECKING","",""
"9/20/2010","Time Warner","Time Warner Cable 0691021169","253.34","debit","Television","PLUS CHECKING","",""
"9/20/2010","Penn Mutual Life Insurance","Penn Mutual Life Ins. 0690999779","205.99","debit","Life Insurance","PLUS CHECKING","",""
"9/20/2010","Starbucks","Check Card: STARBUCKS USA 00063 AUSTIN TX 09/18/10Card 15 #9099","1.52","debit","Check","PLUS CHECKING","",""
"9/20/2010","Transfer from Plus Checking","From Share 0080 PLUS CHECKING","500.00","credit","Transfer","REGULAR SAVINGS","",""
"9/19/2010","iTunes","Check Card: APL*ITUNES 866-712-7753 CA 09/17/10Card 15 #9099","1.07","debit","Check","PLUS CHECKING","",""
"9/18/2010","HEB","HEB HEB #425 1000 EAST 41 ST. AUSTIN TX Card 15 #1560","73.95","debit","Groceries","PLUS CHECKING","",""
"9/18/2010","REI","Check Card: REI 32 AUSTIN AUSTIN TX 09/15/10Card 15 #1560","79.66","debit","Check","PLUS CHECKING","",""
"9/18/2010","Steck Ave","#103571 3305 Steck Ave Austin TX 22Card 15 #9099","80.00","debit","Cash & ATM","PLUS CHECKING","",""
"9/17/2010","Target","TARGET T1542 AUS 5621 N I H 35 AUSTIN TX Card 15 #1560","65.19","debit","Check","PLUS CHECKING","",""
"9/17/2010","American Funds Redemption","AMERICAN FUNDS : REDEMPTION ID: 4952566717CO: AMERICAN FUNDS ACH ECC PPD","845.00","credit","Transfer for Cash Spending","PLUS CHECKING","",""
"9/16/2010","Amazon","Check Card: AMAZON.COM AMZN.COM/BILL WA 09/15/10Card 15 #9099","13.94","debit","Check","PLUS CHECKING","",""
"9/16/2010","Airport","Check Card: AIRPORT CNCSSNS C5 303-3420137 CO 09/10/10Card 15 #9099","5.60","debit","Check","PLUS CHECKING","",""
"9/16/2010","Honda","AMERICAN HONDA FINANCE CORP 0691017058","524.50","debit","Auto Payment","PLUS CHECKING","",""
"9/16/2010","Guadalupe","#908703 4611 Guadalupe Austin TX 14Card 15 #9099","80.00","debit","Cash & ATM","PLUS CHECKING","",""
"9/15/2010","Costco Gas","COSTCO GAS #0681 10401 RESEARCH BLVD AUSTIN TX Card 15 #1560","23.98","debit","Gas & Fuel","PLUS CHECKING","",""
"9/15/2010","Marshall Monroe Quickbooks","MARSHALL MONROE : QUICKBOOKS ID: 9760813632CO: MARSHALL MONROE ACH ECC PPD","5438.39","credit","Paycheck","PLUS CHECKING","",""
"9/15/2010","Costco","COSTCO WHSE #068 10401 RESEARCH BLVD AUSTIN TX Card 15 #1560","282.04","debit","Groceries","PLUS CHECKING","",""
"9/14/2010","iTunes","Check Card: APL*ITUNES 866-712-7753 CA 09/14/10Card 15 #9099","4.58","debit","Check","PLUS CHECKING","",""
"9/14/2010","HEB","HEB HEB #096 7025 Village Ctr Dr Austin TX Card 15 #1560","92.85","debit","Groceries","PLUS CHECKING","",""
"9/14/2010","Steck Ave Austin","#775155 3305 Steck Ave Austin TX 11 Card 15 #1560","8.94","credit","Income","REGULAR SAVINGS","",""
"9/14/2010","Steck Ave Austin","#775223 3305 Steck Ave Austin TX 11 Card 15 #1560","1552.13","credit","Income","REGULAR SAVINGS","",""
"9/14/2010","Ripnner Tennis Cumberland","RIPNNER TENNIS, 1000 CUMBERLAND RD AUSTIN TX Card 15 #1560","17.00","debit","Check","PLUS CHECKING","",""
"9/13/2010","Starbucks","Check Card: STARBUCKS USA 00063 AUSTIN TX 09/11/10Card 15 #9099","5.09","debit","Check","PLUS CHECKING","",""
"9/13/2010","Chase","CHASE","1119.67","debit","business travel","PLUS CHECKING","",""
"9/12/2010","HEB","HEB HEB #202 5808 Burnet Road Austin TX Card 15 #1560","61.42","debit","Groceries","PLUS CHECKING","",""
"9/12/2010","Clark Oil","CLARK 2152 3447 NORTHLAND DR AUSTIN TX Card 15 #9099","46.03","debit","Gas & Fuel","PLUS CHECKING","",""
"9/12/2010","Starbucks","Check Card: STARBUCKS USA 00134 ALBUQUERQUE NM 09/10/10Card 15 #9099","8.35","debit","Check","PLUS CHECKING","",""
"9/11/2010","HEB","HEB HEB #061 4001 N Lamar Austin TX Card 15 #1560","101.26","debit","Groceries","PLUS CHECKING","",""
"9/10/2010","Ctrl Tx Ped","Ctrl TX Ped Ortho 0690984109","100.00","debit","Doctor","PLUS CHECKING","",""
"9/10/2010","Bp Reversal","BP Reversal","257.37","credit","Income","PLUS CHECKING","",""
"9/10/2010","Mortgage","Mortgage 0690983016","1200.00","debit","Mortgage & Rent","PLUS CHECKING","",""
"9/10/2010","Bp Reversal","BP Reversal","100.00","credit","Income","PLUS CHECKING","",""
"9/10/2010","AT&amp;T","AT&T 0690966397","257.37","debit","Mobile Phone","PLUS CHECKING","",""
"9/10/2010","Bp Reversal","BP Reversal","1200.00","credit","Income","PLUS CHECKING","",""
"9/09/2010","Crown and Anchor Pub","Check Card: CROWN AND ANCHOR PU AUSTIN TX 09/05/10Card 15 #9099","33.50","debit","Check","PLUS CHECKING","",""
"9/09/2010","HEB","HEB HEB #202 5808 Burnet Road Austin TX Card 15 #1560","66.65","debit","Groceries","PLUS CHECKING","",""
"9/09/2010","HEB","HEB HEB #061 4001 N Lamar Austin TX Card 15 #1560","123.76","debit","Groceries","PLUS CHECKING","",""
"9/08/2010","Play It Again Sports","Check Card: PLAY IT AGAIN SPORT AUSTIN TX 09/04/10Card 15 #1560","75.76","debit","Check","PLUS CHECKING","",""
"9/08/2010","Wal-Mart","WAL Wal-Mart Sup 3731 WAL-SAMS BERNALILLO NM Card 15 #9099","88.72","debit","Groceries","PLUS CHECKING","",""
"9/08/2010","photo tx","CHECK #1740  view image","13.00","debit","Education","PLUS CHECKING","",""
"9/08/2010","photo tx","CHECK #1741  view image","13.00","debit","Education","PLUS CHECKING","",""
"9/07/2010","Clark Oil","Check Card: CLARK 2152 AUSTIN TX 09/06/10Card 15 #9099","30.37","debit","Gas & Fuel","PLUS CHECKING","",""
"9/07/2010","Guadalupe","#212375 4611 Guadalupe Austin TX 14Card 15 #1560","140.00","debit","Cash & ATM","PLUS CHECKING","",""
"9/07/2010","Liberty Mutual","Liberty Mutual Group 0690998451","1221.00","debit","Auto Insurance","PLUS CHECKING","",""
"9/07/2010","Microsoft XBox Live","Check Card: MICROSOFT *XBOX L 800-469-9269 WA 09/05/10Card 15 #1560","20.99","debit","Check","PLUS CHECKING","",""
"9/07/2010","Austin Energy","AUSTIN ENERGY-ELECTRIC & WATER 0690999782","337.54","debit","Utilities","PLUS CHECKING","",""
"9/06/2010","Texaco","Check Card: TEXACO 00308274 AUSTIN TX 09/05/10Card 15 #9099","47.26","debit","Gas & Fuel","PLUS CHECKING","",""
"9/06/2010","HEB","HEB HEB #202 5808 Burnet Road Austin TX Card 15 #1560","82.36","debit","Groceries","PLUS CHECKING","",""
"9/06/2010","Transfer to Regular Savings","To Share 0000 REGULAR SAVINGS","500.00","debit","Transfer","PLUS CHECKING","",""
"9/06/2010","Transfer from Plus Checking","From Share 0080 PLUS CHECKING","500.00","credit","Transfer","REGULAR SAVINGS","",""
"9/05/2010","Uptown Sports Bar","Check Card: UPTOWN SPORTS BAR ALBUQUERQUE NM 09/04/10Card 15 #9099","40.00","debit","Check","PLUS CHECKING","",""
"9/05/2010","Subway","Check Card: SUBWAY 00272 ALBUQUERQUE NM 09/03/10Card 15 #9099","5.73","debit","Check","PLUS CHECKING","",""
"9/03/2010","Bikeworks Albuquerq","Check Card: BIKEWORKS ALBUQUERQ ALBUQUERQUE NM 09/01/10Card 15 #9099","234.27","debit","Check","PLUS CHECKING","",""
"9/03/2010","Guadalupe","#863616 4611 Guadalupe Austin TX 14Card 15 #1560","200.00","debit","Cash & ATM","PLUS CHECKING","",""
"9/03/2010","Groupon","Check Card: GROUPON INC. 877-7887858 IL 08/31/10Card 15 #1560","79.00","debit","Dentist","PLUS CHECKING","",""
